Title,Url,Description,Publish At
Finding patterns in API data using Word Embedding methods,https://blog.imvision.ai/finding-patterns-in-api-data-using-word-embedding-methods,"The devil is in the details. We all know that. Sometimes the smallest things, those buried deep and hidden from sight, can have the biggest impact over time - and all too often,  for the worse. Although these may occasionally seem arbitrary, as in ‘For Want of a Nail’, in many cases they simply challenge us to be more meticulous, thoughtful, and careful. But who’s got time for that?","Mon, 25 Jan 2021 12:38:40 GMT"
The SolarWinds Breach: It’s time for a Zero Trust approach to B2B partners,https://blog.imvision.ai/the-solarwinds-breach-its-time-for-a-zero-trust-approach-to-b2b-partners,The SolarWinds breach wasn’t an ordinary attack. It was a highly sophisticated nation-state level attack that employed connected IT supply chains to infect thousands of organizations at once by compromising a service update with malware.,"Tue, 05 Jan 2021 14:38:25 GMT"
18 API security resources that you can’t afford to miss,https://blog.imvision.ai/our-top-list-of-18-api-security-related-articles-and-resources-that-you-cannot-afford-to-miss,"Everywhere we look, hackers are successfully breaching enterprise databases and hijacking sensitive data from billions of people around the world. That’s why CISOs and their teams, the individuals tasked with protecting an organization’s information and systems, are always on the lookout to learn about the latest trends, news and insights in the worlds of cyber security.","Mon, 21 Dec 2020 11:51:40 GMT"
Better together: Highlights of IBM and Imvision’s new partnership,https://blog.imvision.ai/better-together-highlights-of-ibm-and-imvisions-new-partnership,"What a great way to (almost) end 2020. We’ve just announced a new technology partnership with IBM, offering a comprehensive solution to boost API security together with IBM’s API Connect - a Gartner leader in Full Lifecycle API Management since 2015 - available through the IBM Cloud Pak.","Tue, 24 Nov 2020 08:56:14 GMT"
How protecting sensitive data using an NLP approach can help you win the API security race,https://blog.imvision.ai/how-protecting-sensitive-data-using-an-nlp-approach-can-help-you-win-the-api-security-race,"We all use a multitude of applications in our everyday lives: to transfer money, book car services, order a pizza, and so much more. We regularly provide these applications with sensitive information about ourselves, often without giving it an extra thought:","Tue, 10 Nov 2020 06:46:00 GMT"
Time to open the door for Open Banking. Make sure only desirable guests are in,https://blog.imvision.ai/time-to-open-the-door-for-open-banking.-make-sure-only-desirable-guests-are-in,"The good ol’ days of banking
I can vividly remember as a kid visiting our local bank with my grandparents. The bankers were dressed up in neat dark suits, and only white or blue dress shirts were allowed. And ties, of course. We used to wait patiently in line to meet with the teller, our very own customer relations manager. Those were the days when personal touch was oh so important and we couldn’t really imagine performing any financial transactions on our own.","Tue, 03 Nov 2020 06:51:00 GMT"
The secret formula for solving the dev-sec tug of war over API security,https://blog.imvision.ai/the-secret-formula-for-solving-the-dev-sec-tug-of-war-over-api-security,"A team is commonly defined as a group of individuals working together towards a shared goal, like winning a championship. In the workplace, this shared goal could be as complex as taking over a market, or as simple as completing a task on time. But in many cases, instead of collaborating to achieve this shared goal, teams get in each other’s way, resulting in subpar deliveries.","Tue, 13 Oct 2020 06:00:00 GMT"
Connected Cars – How to make sure your APIs connect and converse only with ‘legit’ devices,https://blog.imvision.ai/connected-cars-how-to-make-sure-your-apis-connect-and-converse-only-with-legit-devices,"Getting locked out of your car is frustrating. Getting locked out of your car because the app controlling it crashed is even more baffling. This is exactly what happened recently to Tesla’s customers who suffered from a network outage that prevented them from accessing their cars. Needless to say, the company’s operations and business also took a serious hit. The cause? A broken network API.","Sun, 04 Oct 2020 06:04:00 GMT"
Security investigation: 6 questions to ask before choosing your API security solution,https://blog.imvision.ai/security-investigation-6-questions-to-ask-before-choosing-your-api-security-solution,The continuous increase in API attacks comes as no surprise to those of us who understand the inherent vulnerabilities of APIs. The explosive combination of poor security measures and the proprietary nature of APIs make this technology a focal point for attackers and results in constant breaches that take place pretty much everywhere.,"Sat, 19 Sep 2020 06:08:00 GMT"
API security should be high on CISOs radar – here’s why,https://blog.imvision.ai/api-security-should-be-high-on-cisos-radar-heres-why,"In recent years, use of Application Programming Interfaces (APIs) for businesses has soared. As reported by online API journal ProgrammableWeb, an average of 2000 new APIs were added to its API directory per year between January 2015 and June 2019, with an average of 220 new APIs being added every month in the first half of 2019 – an increase of over 30% compared to the previous four years.","Mon, 17 Aug 2020 06:12:00 GMT"
Flashtalking and BrightLine Partner to Unlock Interactive Personalized Advertising across Premium CTV Properties ,https://www.flashtalking.com/blog/2021/5/27/flashtalking-and-brightline-partner-to-unlock-interactive-personalized-advertising-across-premium-ctv-properties,"Flashtalking has formed an exclusive partnership with enhanced CTV ad 
leader, BrightLine, to extend personalized interactive advertising and 
advanced ad format capabilities to CTV/OTT environments.","Thu, 27 May 2021 17:03:44 +0000"
Datenschutzprinzipien für Werbetreibende,https://www.flashtalking.com/blog/2021/5/19/datenschutzprinzipien-fr-werbetreibende,"Bei Flashtalking glauben wir an ein freies und offenes Internet, in dem:

    * Publisher und Werbetreibende ihre First-Party-Daten, die sie durch
      Interaktionen mit dem zustimmenden Konsumenten erhalten, für die
      zielgruppenspezifische Ausspielung von Werbemitteln sowie die Messung
      ihrer Kampagnenerfolge nutzen dürfen.

    * Publisher und Werbetreibende Dienste Dritter hinzuziehen dürfen, um
      diese Daten für ihre Zwecke zu verarbeiten, solange sie
      sicherstellen, dass die Daten niemals über die vereinbarten Zwecke
      hinaus verwendet werden.

    * Werbetreibende in der Lage sein müssen, ihre Werbeausgaben sinnvoll
      einzusetzen und das Recht haben, ihre Kampagnenresultate genau
      nachzuvollziehen. Anonymisierte Daten sind für die Werbemittel- und
      Kampagnenanalyse essenziell.","Wed, 19 May 2021 15:27:32 +0000"
Flashtalking Launches Industry’s First End-to-End Cookieless Ad Management and Insights Solution,https://www.flashtalking.com/blog/2021/5/19/flashtalking-launches-industrys-first-end-to-end-cookieless-ad-management-and-insights-solution,"Flashtalking, the leading global independent platform for omnichannel ad 
management, data-driven creative, and unified insights, today announced the 
introduction of a new identity framework to provide advertisers the 
industry’s only complete end-to-end solution for cookieless personalization 
and measurement with privacy controls. The comprehensive framework is built 
on a suite of products including Privacy Icon, IDConnect and FTrack, 
previously the industry’s first cookieless single-device identity solution.","Wed, 19 May 2021 12:51:48 +0000"
Identity Privacy Principles ,https://www.flashtalking.com/blog/2021/5/11/flashtalkings-identity-privacy-principles,"At Flashtalking, we believe in a free and open internet in which:

    * Publishers and advertisers may utilize their first party data,
      gleaned from permissioned interaction with the consumer, to deliver
      targeted ads and evaluate their effectiveness.

    * Publishers and advertisers may employ third parties to process that
      data on their behalf, as long as they fulfill a duty of care to
      protect that data from being used outside the circumstance for which
      it was permissioned.

    * Advertisers must be afforded the means to spend their ad dollars
      wisely, and the right to understand how their ads are performing.
      Anonymized data is essential for analysis of ads and campaigns.","Tue, 18 May 2021 20:04:36 +0000"
The New Crisis of Trust In CTV,https://www.flashtalking.com/blog/2021/4/29/the-new-crisis-of-trust-in-ctv,"The monumental rise of connected TV (CTV) during the pandemic will forever 
reshape marketers’ media plans as they relate to TV spending and how brands 
tap into this vital yet fragmented landscape. However, evidence exists of 
fraudsters moving in fast to take advantage as this advertising opportunity 
rises from nascent to meteoric seemingly overnight. In the last few months, 
the industry has been rattled by a slew of reports that uncovered costly 
and expensive schemes, and they are merely the tip of the iceberg.","Thu, 29 Apr 2021 14:04:37 +0000"
